model_name,image_path,image_name,path_rank,suffix_text,first_token_prob,suffix_prob,avg_suffix_prob,suffix_perplexity,full_rank_sequence,num_suffix_tokens,suffix_token_id_probs,runtime
LlaVA 7B,dataset_vlm_0328\38.jpg,38.jpg,1,black and white checkered pattern.,0.07055650651454926,0.0019145723135428785,0.4090011594768126,2.4449808437687146,"(1, 1, 1, 1, 1, 1, 1)",7,2687:0.0706;304:0.4751;3075:0.9829;1877:0.6203;2092:0.5140;5340:0.2314;28723:0.7877,60.89373779296875
LlaVA 7B,dataset_vlm_0328\38.jpg,38.jpg,2,checkerboard.,0.03733935579657554,0.012012075204593842,0.3310583228963754,3.0206157973953434,"(3, 1, 1, 1)",4,1877:0.0373;263:0.6156;3516:0.7126;28723:0.7333,60.89373779296875
LlaVA 7B,dataset_vlm_0328\38.jpg,38.jpg,3,small black and white checkered pattern.,0.05114155262708664,8.904891007751181e-05,0.31167615391108416,3.208458483112836,"(2, 1, 1, 1, 1, 1, 1, 1)",8,1741:0.0511;2687:0.1361;304:0.3544;3075:0.9416;1877:0.4751;2092:0.5259;5340:0.2057;28723:0.7464,60.89373779296875
LlaVA 7B,dataset_vlm_0328\39.jpg,39.jpg,1,black and white checkered pattern.,0.09148380905389786,0.0013081746126432055,0.38734245639774634,2.5816947857973522,"(1, 1, 1, 1, 1, 1, 1)",7,2687:0.0915;304:0.4014;3075:0.9857;1877:0.5476;2092:0.5018;5340:0.1890;28723:0.6959,61.39483189582825
LlaVA 7B,dataset_vlm_0328\39.jpg,39.jpg,2,piece of paper.,0.04382832348346711,0.016047559983654074,0.3559198845959502,2.809621050353022,"(3, 1, 1, 1)",4,5511:0.0438;302:0.9960;3830:0.6030;28723:0.6097,61.39483189582825
LlaVA 7B,dataset_vlm_0328\39.jpg,39.jpg,3,robot arm.,0.060092806816101074,0.025259629163533713,0.29341050360225157,3.408194279764449,"(2, 1, 1)",3,18401:0.0601;3648:0.4928;28723:0.8529,61.39483189582825
LlaVA 7B,dataset_vlm_0328\40.jpg,40.jpg,1,checkerboard.,0.07317491620779036,0.02225317462495426,0.3862317696529339,2.589118965792471,"(2, 1, 1, 1)",4,1877:0.0732;263:0.5709;3516:0.7327;28723:0.7269,60.29693603515625
LlaVA 7B,dataset_vlm_0328\40.jpg,40.jpg,2,chess board.,0.06718827784061432,0.01940976913662479,0.37325453448655593,2.679136909550441,"(3, 1, 1, 1)",4,997:0.0672;819:0.9959;5113:0.3193;28723:0.9084,60.29693603515625
LlaVA 7B,dataset_vlm_0328\40.jpg,40.jpg,3,robot.,0.08023703843355177,0.03730814037972595,0.19315315265282612,5.177238819380816,"(1, 1)",2,18401:0.0802;28723:0.4650,60.29693603515625
LlaVA 7B,dataset_vlm_0328\41.jpg,41.jpg,1,piece of paper.,0.03614409267902374,0.01578080192281377,0.3544314628210852,2.8214199496865597,"(3, 1, 1, 1)",4,5511:0.0361;302:0.9977;3830:0.5811;28723:0.7531,61.9472553730011
LlaVA 7B,dataset_vlm_0328\41.jpg,41.jpg,2,camera.,0.1383848935365677,0.11914664682159959,0.3451762547186576,2.8970706597852995,"(1, 1)",2,7555:0.1384;28723:0.8610,61.9472553730011
LlaVA 7B,dataset_vlm_0328\41.jpg,41.jpg,3,small white robot.,0.05153067409992217,0.0002934360482555518,0.13088153093079885,7.640497424565817,"(2, 1, 1, 1)",4,1741:0.0515;3075:0.1013;18401:0.1058;28723:0.5309,61.9472553730011
LlaVA 7B,dataset_vlm_0328\42.jpg,42.jpg,1,microphone.,0.07421654462814331,0.039257077992873285,0.33986464621768664,2.942347817370478,"(2, 1, 1)",3,7817:0.0742;6690:0.5759;28723:0.9184,59.416282176971436
LlaVA 7B,dataset_vlm_0328\42.jpg,42.jpg,2,camera.,0.13317510485649112,0.1143919733229826,0.3382188246135667,2.9566657064181867,"(1, 1)",2,7555:0.1332;28723:0.8590,59.416282176971436
LlaVA 7B,dataset_vlm_0328\42.jpg,42.jpg,3,small robot.,0.06257252395153046,0.00655287007888474,0.18713018738907752,5.343873235806787,"(3, 1, 1)",3,1741:0.0626;18401:0.1805;28723:0.5801,59.416282176971436
LlaVA 7B,dataset_vlm_0328\43.jpg,43.jpg,1,camera.,0.19089007377624514,0.15777919053221012,0.39721428792556057,2.517532803823521,"(1, 1)",2,7555:0.1909;28723:0.8265,58.9782874584198
LlaVA 7B,dataset_vlm_0328\43.jpg,43.jpg,2,computer mouse.,0.039277791976928704,0.015148820373899466,0.2474341306813626,4.0414796343830455,"(3, 1, 1)",3,6074:0.0393;12733:0.4121;28723:0.9359,58.9782874584198
LlaVA 7B,dataset_vlm_0328\43.jpg,43.jpg,3,small robot.,0.06158678978681564,0.004931115187294158,0.17020868475259324,5.875140868713894,"(2, 1, 1)",3,1741:0.0616;18401:0.1384;28723:0.5785,58.9782874584198
LlaVA 7B,dataset_vlm_0328\44.jpg,44.jpg,1,camera.,0.37261465191841125,0.306601786810944,0.5537163414700202,1.8059788471208462,"(1, 1)",2,7555:0.3726;28723:0.8228,61.167070627212524
LlaVA 7B,dataset_vlm_0328\44.jpg,44.jpg,2,drone.,0.03946172818541526,0.03305653149530437,0.32093648680586695,3.11588130708521,"(3, 1, 1)",3,1605:0.0395;538:0.9965;28723:0.8406,61.167070627212524
LlaVA 7B,dataset_vlm_0328\44.jpg,44.jpg,3,small camera.,0.04510416090488434,0.004162599024284891,0.16086251684479855,6.216488586740241,"(2, 1, 1)",3,1741:0.0451;7555:0.1449;28723:0.6370,61.167070627212524
LlaVA 7B,dataset_vlm_0328\45.jpg,45.jpg,1,bottle of glue.,0.28677207231521606,0.05882095376101714,0.5674223165032046,1.762355781426782,"(1, 1, 1, 1, 1)",5,10859:0.2868;302:0.5536;1272:0.4066;441:0.9986;28723:0.9125,63.002256631851196
LlaVA 7B,dataset_vlm_0328\45.jpg,45.jpg,2,spray bottle.,0.1951366066932678,0.11581611108513862,0.487442051175681,2.0515259149022125,"(2, 1, 1)",3,19084:0.1951;10859:0.7632;28723:0.7776,63.002256631851196
LlaVA 7B,dataset_vlm_0328\45.jpg,45.jpg,3,bottle.,0.28677207231521606,0.09534818742788073,0.30878501814026005,3.238499089181095,"(1, 2)",2,10859:0.2868;28723:0.3325,63.002256631851196
LlaVA 7B,dataset_vlm_0328\46.jpg,46.jpg,1,bottle of cleaner.,0.20299626886844635,0.04239513660262365,0.5314509745655419,1.8816411068160976,"(1, 1, 1, 1, 1)",5,10859:0.2030;302:0.6034;3587:0.4120;263:0.9411;28723:0.8927,59.55614185333252
LlaVA 7B,dataset_vlm_0328\46.jpg,46.jpg,2,spray bottle.,0.19155237078666687,0.12063850754218507,0.4941156983702091,2.0238175052895495,"(2, 1, 1)",3,19084:0.1916;10859:0.8659;28723:0.7273,59.55614185333252
LlaVA 7B,dataset_vlm_0328\46.jpg,46.jpg,3,can of cleaner.,0.18849901854991913,0.026858658771592568,0.4850839042102723,2.061499034126937,"(3, 1, 1, 1, 1)",5,541:0.1885;302:0.7651;3587:0.2208;263:0.9483;28723:0.8896,59.55614185333252
LlaVA 7B,dataset_vlm_0328\47.jpg,47.jpg,1,cylindrical can.,0.07135271281003953,0.0020178024280672153,0.2890518331956896,3.4595871229884043,"(3, 1, 1, 1, 1)",5,20218:0.0714;507:0.7984;11524:0.9968;541:0.1320;28723:0.2691,66.53100371360779
LlaVA 7B,dataset_vlm_0328\47.jpg,47.jpg,2,camera.,0.10687739402055739,0.08149453403850382,0.28547247509786966,3.5029646891777078,"(2, 1)",2,7555:0.1069;28723:0.7625,66.53100371360779
LlaVA 7B,dataset_vlm_0328\47.jpg,47.jpg,3,can.,0.1072237938642502,0.042720938628895595,0.20669044155184244,4.838153097414417,"(1, 1)",2,541:0.1072;28723:0.3984,66.53100371360779
LlaVA 7B,dataset_vlm_0328\48.jpg,48.jpg,1,can of soda.,0.24818381667137146,0.01157495953332868,0.4099245195004912,2.43947349433632,"(1, 2, 1, 1, 1)",5,541:0.2482;302:0.3129;268:0.1733;10769:0.9992;28723:0.8607,64.79857182502747
LlaVA 7B,dataset_vlm_0328\48.jpg,48.jpg,2,can.,0.24818381667137146,0.10944496912596423,0.3308246803458959,3.022749085571377,"(1, 1)",2,541:0.2482;28723:0.4410,64.79857182502747
LlaVA 7B,dataset_vlm_0328\48.jpg,48.jpg,3,camera.,0.12823317945003507,0.09962543397524112,0.3156349695062971,3.168216758631522,"(2, 1)",2,7555:0.1282;28723:0.7769,64.79857182502747
LlaVA 7B,dataset_vlm_0328\49.jpg,49.jpg,1,coffee mug.,0.4561028480529785,0.18073763073180746,0.6520218447975701,1.5336909460609636,"(1, 2, 1, 1)",4,7045:0.4561;290:0.4267;786:1.0000;28723:0.9286,64.49090504646301
LlaVA 7B,dataset_vlm_0328\49.jpg,49.jpg,2,coffee cup.,0.4561028480529785,0.23157205806847198,0.6140853242100571,1.6284381999950466,"(1, 1, 1)",3,7045:0.4561;6211:0.5704;28723:0.8901,64.49090504646301
LlaVA 7B,dataset_vlm_0328\49.jpg,49.jpg,3,mug.,0.18797455728054047,0.17273025059635533,0.556915708269099,1.7956038681473228,"(2, 1, 1)",3,290:0.1880;786:0.9999;28723:0.9190,64.49090504646301
LlaVA 7B,dataset_vlm_0328\50.jpg,50.jpg,1,glove.,0.3490147292613983,0.32658196805107664,0.6886481745692189,1.4521203089306756,"(1, 1, 1)",3,19720:0.3490;333:0.9999;28723:0.9358,61.36577272415161
LlaVA 7B,dataset_vlm_0328\50.jpg,50.jpg,2,pair of gloves.,0.2800779640674591,0.2108394676756386,0.677622749243404,1.4757473846864566,"(2, 1, 1, 1)",4,5964:0.2801;302:0.9987;25570:0.8183;28723:0.9211,61.36577272415161
LlaVA 7B,dataset_vlm_0328\50.jpg,50.jpg,3,black and white glove.,0.14243683218955994,0.05495916151473824,0.6166044902736965,1.6217851406760322,"(3, 1, 1, 1, 1, 1)",6,2687:0.1424;304:0.7172;3075:0.6443;19720:0.9131;333:0.9999;28723:0.9146,61.36577272415161
LlaVA 7B,dataset_vlm_0328\51.jpg,51.jpg,1,blue sponge.,0.4772736132144928,0.23354728043818468,0.7476097607965448,1.3375962332735527,"(1, 1, 1, 1, 1)",5,5045:0.4773;668:0.5800;266:0.9973;490:0.9991;28723:0.8467,65.57138848304749
LlaVA 7B,dataset_vlm_0328\51.jpg,51.jpg,2,sponge.,0.22943644225597382,0.20178322191215514,0.6702259871798814,1.4920340588518703,"(2, 1, 1, 1)",4,668:0.2294;266:0.9943;490:0.9945;28723:0.8894,65.57138848304749
LlaVA 7B,dataset_vlm_0328\51.jpg,51.jpg,3,piece of blue sponge.,0.06275836378335953,0.01618878632101301,0.5548472911826101,1.8022977058581011,"(3, 1, 1, 1, 1, 1, 1)",7,5511:0.0628;302:0.9974;5045:0.6991;668:0.4829;266:0.9644;490:0.9991;28723:0.7950,65.57138848304749
LlaVA 7B,dataset_vlm_0328\52.jpg,52.jpg,1,white plastic lid.,0.19020602107048035,0.00877598174393926,0.30607223002242584,3.267202646665234,"(1, 1, 1, 1)",4,3075:0.1902;10409:0.2205;16006:0.2517;28723:0.8314,64.04988503456116
LlaVA 7B,dataset_vlm_0328\52.jpg,52.jpg,2,small white plastic container.,0.14409834146499634,0.001753903612497169,0.2810613607293876,3.5579419291391794,"(2, 1, 1, 1, 1)",5,1741:0.1441;3075:0.4295;10409:0.1736;7640:0.2731;28723:0.5976,64.04988503456116
LlaVA 7B,dataset_vlm_0328\52.jpg,52.jpg,3,plastic lid.,0.07696665078401567,0.012349032208488101,0.2311413476765321,4.3263570540370715,"(3, 1, 1)",3,10409:0.0770;16006:0.2011;28723:0.7978,64.04988503456116
LlaVA 7B,dataset_vlm_0328\53.jpg,53.jpg,1,fan.,0.4085715413093567,0.3552458122112796,0.5960250097196255,1.6777819448724263,"(1, 1)",2,7654:0.4086;28723:0.8695,58.51370120048523
LlaVA 7B,dataset_vlm_0328\53.jpg,53.jpg,2,computer fan.,0.1744990050792694,0.142148608702699,0.5218922781179555,1.916104226730837,"(2, 1, 1)",3,6074:0.1745;7654:0.9224;28723:0.8831,58.51370120048523
LlaVA 7B,dataset_vlm_0328\53.jpg,53.jpg,3,small fan.,0.12079840898513794,0.03953922694573038,0.3406769297490639,2.9353323124538573,"(3, 1, 1)",3,1741:0.1208;7654:0.4284;28723:0.7640,58.51370120048523
LlaVA 7B,dataset_vlm_0328\54.jpg,54.jpg,1,bottle of hand sanitizer.,0.49847960472106934,0.06883783907618643,0.6822999169024705,1.4656311326254232,"(1, 1, 1, 1, 1, 1, 1)",7,10859:0.4985;302:0.5113;1021:0.4873;8417:0.6154;279:0.9948;4024:0.9907;28723:0.9139,71.25202989578247
LlaVA 7B,dataset_vlm_0328\54.jpg,54.jpg,2,small bottle of hand sanitizer.,0.103404700756073,0.0058856215968169255,0.5262886960565559,1.9000978122709637,"(2, 1, 1, 1, 1, 1, 1, 1)",8,1741:0.1034;10859:0.5733;302:0.4638;1021:0.4383;8417:0.5754;279:0.9953;4024:0.9907;28723:0.8606,71.25202989578247
LlaVA 7B,dataset_vlm_0328\54.jpg,54.jpg,3,bottle.,0.49847960472106934,0.18099187943683148,0.42543140391469864,2.3505552030204746,"(1, 2)",2,10859:0.4985;28723:0.3631,71.25202989578247
LlaVA 7B,dataset_vlm_0328\55.jpg,55.jpg,1,crumpled piece of paper.,0.19967378675937653,0.015867511016749398,0.5532607100649161,1.8074661399372935,"(1, 1, 1, 1, 1, 1, 1)",7,1439:0.1997;383:0.9641;9667:0.9962;5511:0.3968;302:0.9997;3830:0.3321;28723:0.6281,70.12074208259583
LlaVA 7B,dataset_vlm_0328\55.jpg,55.jpg,2,piece of cloth.,0.194236621260643,0.024171639749432983,0.3942997740828633,2.536141448028948,"(2, 1, 1, 1)",4,5511:0.1942;302:0.9995;17673:0.2236;28723:0.5568,70.12074208259583
LlaVA 7B,dataset_vlm_0328\55.jpg,55.jpg,3,dirty cloth.,0.08474061638116837,0.00975818397163369,0.21369269056074036,4.679617245568624,"(3, 1, 1)",3,13485:0.0847;17673:0.1843;28723:0.6250,70.12074208259583
LlaVA 7B,dataset_vlm_0328\56.jpg,56.jpg,1,video game controller.,0.19866003096103668,0.13809790514310755,0.6096025467048094,1.6404130944095852,"(1, 1, 1, 1)",4,3798:0.1987;2039:0.9885;11792:0.8813;28723:0.7979,69.5208477973938
LlaVA 7B,dataset_vlm_0328\56.jpg,56.jpg,2,black video game controller.,0.15675306320190432,0.03302862440579356,0.5055662769462627,1.9779800307097846,"(3, 1, 1, 1, 1)",5,2687:0.1568;3798:0.3191;2039:0.9914;11792:0.8756;28723:0.7607,69.5208477973938
LlaVA 7B,dataset_vlm_0328\56.jpg,56.jpg,3,remote control.,0.19608899950981137,0.08998304336013442,0.44811232860415956,2.2315833244645025,"(2, 1, 1)",3,9308:0.1961;2602:0.5412;28723:0.8480,69.5208477973938
LlaVA 7B,dataset_vlm_0328\57.jpg,57.jpg,1,pair of scissors.,0.1358375996351242,0.10553382874146967,0.6874354892600514,1.4546819528860664,"(2, 1, 1, 1, 1, 1)",6,5964:0.1358;302:0.9983;752:0.8539;815:0.9997;734:0.9995;28723:0.9121,67.0453634262085
LlaVA 7B,dataset_vlm_0328\57.jpg,57.jpg,2,screwdriver.,0.24164269864559174,0.19260767411211993,0.5775078105796898,1.731578312328316,"(1, 1, 1)",3,14693:0.2416;8565:0.8902;28723:0.8954,67.0453634262085
LlaVA 7B,dataset_vlm_0328\57.jpg,57.jpg,3,small screwdriver.,0.08028141409158707,0.016311321529431523,0.35737345198379744,2.798193302969069,"(3, 1, 1, 1)",4,1741:0.0803;14693:0.2834;8565:0.8993;28723:0.7972,67.0453634262085
LlaVA 7B,dataset_vlm_0328\58.jpg,58.jpg,1,red circuit board.,0.08954050391912459,0.02458459671064767,0.3959731806973742,2.5254235608553963,"(3, 1, 1, 1)",4,2760:0.0895;15306:0.4926;5113:0.9959;28723:0.5596,66.31970381736755
LlaVA 7B,dataset_vlm_0328\58.jpg,58.jpg,2,computer board.,0.16867932677268982,0.04607388144407178,0.35849651112545516,2.78942742527849,"(2, 1, 1)",3,6074:0.1687;5113:0.4013;28723:0.6807,66.31970381736755
LlaVA 7B,dataset_vlm_0328\58.jpg,58.jpg,3,small electronic device.,0.20587098598480225,0.007546621361314079,0.29473936270615014,3.3928281272596155,"(1, 1, 1, 1)",4,1741:0.2059;13176:0.1944;3895:0.4909;28723:0.3841,66.31970381736755
LlaVA 7B,dataset_vlm_0328\59.jpg,59.jpg,1,computer mouse.,0.7318440675735474,0.7106996158715064,0.8924050657612556,1.1205673727848708,"(1, 1, 1)",3,6074:0.7318;12733:0.9991;28723:0.9720,67.34086847305298
LlaVA 7B,dataset_vlm_0328\59.jpg,59.jpg,2,black computer mouse.,0.10831689089536665,0.08522433258341365,0.540307383291755,1.8507983250342153,"(3, 1, 1, 1)",4,2687:0.1083;6074:0.8213;12733:0.9994;28723:0.9586,67.34086847305298
LlaVA 7B,dataset_vlm_0328\59.jpg,59.jpg,3,mouse.,0.12591765820980072,0.12156040943771806,0.34865514400008224,2.8681636201523077,"(2, 1)",2,12733:0.1259;28723:0.9654,67.34086847305298
LlaVA 7B,dataset_vlm_0328\60.jpg,60.jpg,1,tube of glue.,0.6354092359542847,0.062351024610704894,0.5740751116123479,1.7419323356335705,"(1, 1, 1, 1, 1)",5,17735:0.6354;302:0.8822;1272:0.1276;441:0.9969;28723:0.8742,70.19209122657776
LlaVA 7B,dataset_vlm_0328\60.jpg,60.jpg,2,bottle of glue.,0.06831318885087967,0.007095968642248002,0.37170836745783004,2.690281111612181,"(2, 1, 1, 1, 1)",5,10859:0.0683;302:0.7814;1272:0.1512;441:0.9973;28723:0.8817,70.19209122657776
LlaVA 7B,dataset_vlm_0328\60.jpg,60.jpg,3,tube.,0.6354092359542847,0.05790132830377193,0.24062694841553373,4.155810504952756,"(1, 2)",2,17735:0.6354;28723:0.0911,70.19209122657776
