prompt,model,image_folder,image_name,model_response,correct_object_names,success,response_time
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,52.jpg,Tray,plate; dish; tray,True,1.4715397357940674
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,53.jpg,Fan,fan,True,1.4654960632324219
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,54.jpg,Dispenser,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,1.5289404392242432
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,55.jpg,Controller,controller,True,1.4870452880859375
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,56.jpg,Towel,cloth; fabric; clothing,False,1.5215847492218018
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,57.jpg,Mouse,mouse,True,1.4886672496795654
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,58.jpg,Screwdriver,screwdriver,True,1.5837161540985107
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,59.jpg,Circuit.,pcb; circuit board; pcie,False,1.5239856243133545
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:12b,images_base,60.jpg,Spray,cleaning foam; cleaning solution,False,1.465550184249878
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,01.jpg,Cup,mug; cup,True,14.440840244293213
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,02.jpg,Cup,mug; cup,True,2.660982608795166
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,03.jpg,Cup,mug; cup,True,2.493377685546875
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,04.jpg,Sensor.,mug; cup,False,2.7360312938690186
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,05.jpg,Bread,sponge,False,2.4792051315307617
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,06.jpg,Cookie,sponge,False,2.490741729736328
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,07.jpg,Sponge,sponge,True,2.7541682720184326
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,08.jpg,Bread,sponge,False,2.4952566623687744
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,09.jpg,Gloves,gloves; glove,True,2.734281301498413
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,10.jpg,Glove,gloves; glove,True,2.7613792419433594
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,11.jpg,Glove,gloves; glove,True,2.726901054382324
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,12.jpg,Glove,gloves; glove,True,2.719850778579712
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,13.jpg,Tablet,plate; dish; tray,False,2.4770684242248535
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,14.jpg,Tray,plate; dish; tray,True,2.49513578414917
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,15.jpg,Chair,plate; dish; tray,False,2.4828925132751465
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,16.jpg,Stationery,plate; dish; tray,False,2.768547534942627
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,17.jpg,Fan,fan,True,2.4943654537200928
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,18.jpg,Fan,fan,True,2.4811623096466064
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,19.jpg,Platform.,fan,False,2.7357382774353027
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,20.jpg,Board.,fan,False,2.7340006828308105
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,21.jpg,Sanitizer.,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,3.2732884883880615
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,22.jpg,Soap,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,2.4944040775299072
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,23.jpg,Cardboard,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,2.7563304901123047
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,24.jpg,Bag.,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,2.772085428237915
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,25.jpg,Paper,controller,False,2.512038230895996
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,26.jpg,Cardboard,controller,False,2.7533183097839355
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,27.jpg,Controller,controller,True,2.534306287765503
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,28.jpg,Cardboard.,controller,False,3.001099109649658
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,29.jpg,Cloth,cloth; fabric; clothing,True,2.512087821960449
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,30.jpg,Cloth,cloth; fabric; clothing,True,2.4911904335021973
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,31.jpg,Paper,cloth; fabric; clothing,False,2.4861807823181152
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,32.jpg,Shirt,cloth; fabric; clothing,False,2.484975576400757
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,33.jpg,Board.,mouse,False,2.738399028778076
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,34.jpg,Board.,mouse,False,2.7546393871307373
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,35.jpg,Board.,mouse,False,2.7465198040008545
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,36.jpg,Pattern.,mouse,False,2.775114059448242
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,37.jpg,Board.,screwdriver,False,2.7382612228393555
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,38.jpg,Board.,screwdriver,False,2.727048873901367
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,39.jpg,Board.,screwdriver,False,2.7295076847076416
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,40.jpg,Board.,screwdriver,False,2.7195687294006348
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,41.jpg,Cardboard,pcb; circuit board; pcie,False,2.720236301422119
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,42.jpg,Board.,pcb; circuit board; pcie,False,2.7320735454559326
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,43.jpg,Circuitboard,pcb; circuit board; pcie,False,2.7621588706970215
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,44.jpg,Camera.,pcb; circuit board; pcie,False,2.7716777324676514
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,45.jpg,Spraycan.,cleaning foam; cleaning solution,False,2.988044261932373
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,46.jpg,Filter,cleaning foam; cleaning solution,False,2.4667952060699463
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,47.jpg,Spraycan,cleaning foam; cleaning solution,False,2.7249653339385986
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,48.jpg,Canister.,cleaning foam; cleaning solution,False,2.977790594100952
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,49.jpg,Mug,mug; cup,True,2.7212798595428467
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,50.jpg,Sponge,sponge,True,2.7283196449279785
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,51.jpg,Gloves,gloves; glove,True,2.7234275341033936
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,52.jpg,Plate,plate; dish; tray,True,2.4644389152526855
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,53.jpg,Fan,fan,True,2.4686291217803955
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,54.jpg,Sanitizer,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,3.0190517902374268
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,55.jpg,Controller.,controller,True,2.7173779010772705
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,56.jpg,Pillowcase,cloth; fabric; clothing,False,2.977977991104126
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,57.jpg,Mouse,mouse,True,2.4665281772613525
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,58.jpg,Screwdriver.,screwdriver,True,3.2359936237335205
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,59.jpg,Circuitboard,pcb; circuit board; pcie,False,2.727159023284912
"What is the object in the image? Ignore the robot arm, focus on the object, Answer with a single word.",gemma3:27b,images_base,60.jpg,Spraycan.,cleaning foam; cleaning solution,False,2.9747486114501953
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,01.jpg, The object in the image is a coffee mug. ,mug; cup,True,8.676383018493652
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,02.jpg, The object in the image is a coffee cup. ,mug; cup,True,0.602020263671875
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,03.jpg, The object in the image is a coffee cup. ,mug; cup,True,0.6040427684783936
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,04.jpg, The object in the image is a coffee cup. ,mug; cup,True,0.6013545989990234
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,05.jpg, The object in the image is a slice of cake or bread being held by a robotic arm. ,sponge,False,0.7538785934448242
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,06.jpg, The object in the image is a slice of pizza being processed by a machine or robot. ,sponge,False,0.7245621681213379
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,07.jpg, The object in the image is a blue felt square. ,sponge,False,0.6160035133361816
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,08.jpg, The object in the image is a piece of toast or bread. ,sponge,False,0.64664626121521
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,09.jpg, The object in the image is a pair of gloves. ,gloves; glove,True,0.6163735389709473
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,10.jpg, The object in the image is a pair of gloves. ,gloves; glove,True,0.618903636932373
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,11.jpg, The object in the image is a glove. ,gloves; glove,True,0.6043429374694824
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,12.jpg, The object in the image is a pair of gloves. ,gloves; glove,True,0.6160364151000977
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,13.jpg," The object in the image is a chair with wheels. It appears to be a rolling office chair, commonly used for computer workstations. ",plate; dish; tray,False,0.8787558078765869
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,14.jpg, The object in the image is a small white stool with a black seat. ,plate; dish; tray,False,0.6945755481719971
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,15.jpg, The object in the image is a toilet paper dispenser. ,plate; dish; tray,False,0.6562516689300537
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,16.jpg, The object in the image is a sink. ,plate; dish; tray,False,0.5906031131744385
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,17.jpg, The object in the image is a robotic arm with a camera mounted on it. ,fan,False,0.7138891220092773
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,18.jpg, The object in the image is a fan. ,fan,True,0.5870978832244873
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,19.jpg, The object in the image is a robotic arm with a camera mounted on it. ,fan,False,0.7121751308441162
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,20.jpg, The object in the image is a robotic arm with a camera mounted on it. ,fan,False,0.7098104953765869
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,21.jpg," The object in the image is a bottle of liquid, which appears to be a cleaning solution or some type of chemical substance, placed on a table next to a robotic arm. ",soap bottle; bottle of soap; cleaning solution; hand sanitizer,True,1.0017876625061035
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,22.jpg, The object in the image is a bottle of hand sanitizer. ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,True,0.6649158000946045
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,23.jpg, The object in the image is a water bottle. ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.6015675067901611
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,24.jpg, The object in the image is a water bottle with a label on it. ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,False,0.679753303527832
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,25.jpg, The object in the image is a robotic arm. ,controller,False,0.6183133125305176
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,26.jpg, The object in the image is a Nintendo Wii game controller. ,controller,True,0.6487069129943848
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,27.jpg, The object in the image is a Nintendo Wii game controller. ,controller,True,0.650367021560669
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,28.jpg, The object in the image is a robotic arm with a camera mounted on it. ,controller,False,0.710153341293335
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,29.jpg, The object in the image is a robotic arm with a camera mounted on it. ,cloth; fabric; clothing,False,0.7117338180541992
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,30.jpg," The object in the image is a piece of paper or fabric that appears to be crumpled or torn, possibly discarded or in need of repair. ",cloth; fabric; clothing,True,0.9251024723052979
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,31.jpg, The object in the image is a robotic arm with a camera mounted on it. ,cloth; fabric; clothing,False,0.709320068359375
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,32.jpg," The object in the image appears to be a piece of clothing or fabric with some stains or marks on it, possibly from a cleaning process given its placement near what looks like a cleaning machine. ",cloth; fabric; clothing,True,1.0500807762145996
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,33.jpg, The object in the image is a robotic arm. ,mouse,False,0.6189937591552734
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,34.jpg, The object in the image is a robotic arm. ,mouse,False,0.619206428527832
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,35.jpg, The object in the image is a robotic arm with a camera mounted on it. ,mouse,False,0.7099800109863281
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,36.jpg, The object in the image is a robotic arm with a camera mounted on it. ,mouse,False,0.7110085487365723
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,37.jpg, The object in the image is a robotic arm with a camera mounted on it. ,screwdriver,False,0.710111141204834
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,38.jpg, The object in the image is a robotic arm. ,screwdriver,False,0.6188476085662842
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,39.jpg, The object in the image is a robotic arm. ,screwdriver,False,0.6182971000671387
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,40.jpg, The object in the image is a robotic arm. ,screwdriver,False,0.6174890995025635
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,41.jpg, The object in the image is a robotic arm with a camera mounted on it. ,pcb; circuit board; pcie,False,0.7104020118713379
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,42.jpg, The object in the image is a robotic arm with a camera mounted on it. ,pcb; circuit board; pcie,False,0.7119779586791992
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,43.jpg, The object in the image is a robotic arm with a camera mounted on it. ,pcb; circuit board; pcie,False,0.709770917892456
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,44.jpg, The object in the image is a camera mounted on a robotic arm. ,pcb; circuit board; pcie,False,0.6789145469665527
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,45.jpg, The object in the image is a bottle of glue. ,cleaning foam; cleaning solution,False,0.6330752372741699
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,46.jpg, The object in the image is a bottle of cleaning solution. ,cleaning foam; cleaning solution,True,0.633474588394165
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,47.jpg, The object in the image is a camera mounted on a tripod. ,cleaning foam; cleaning solution,False,0.6639125347137451
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,48.jpg, The object in the image is a camera mounted on a tripod. ,cleaning foam; cleaning solution,False,0.666008472442627
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,49.jpg, The object in the image is a coffee cup. ,mug; cup,True,0.6107685565948486
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,50.jpg, The object in the image is a blue sponge. ,sponge,True,0.6349153518676758
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,51.jpg, The object in the image is a pair of gloves. ,gloves; glove,True,0.618140697479248
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,52.jpg, The object in the image appears to be a small white plastic container or tray with a lid. ,plate; dish; tray,True,0.7422430515289307
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,53.jpg, The object in the image is a computer fan. ,fan,True,0.603367805480957
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,54.jpg, The object in the image is a bottle of hand sanitizer. ,soap bottle; bottle of soap; cleaning solution; hand sanitizer,True,0.663649320602417
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,55.jpg, The object in the image is a black video game controller with buttons and joysticks. ,controller,True,0.7255537509918213
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,56.jpg," The object in the image appears to be a piece of clothing with a stain or mark on it, possibly a shirt or blouse. It is lying on a surface and has been partially torn or ripped open. ",cloth; fabric; clothing,True,1.0984253883361816
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,57.jpg, The object in the image is a computer mouse. ,mouse,True,0.6022469997406006
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,58.jpg, The object in the image is a screwdriver with a wooden handle and a metal bit. ,screwdriver,True,0.7270572185516357
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,59.jpg," The object in the image is an electronic circuit board or printed circuit board (PCB). It appears to be a small-scale model of a computer motherboard, given its layout and components such as integrated circuits (ICs), connectors, and possibly other electronic components. ",pcb; circuit board; pcie,True,1.3117313385009766
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava,images_base,60.jpg, The object in the image is a tube of LYRECRO paint. ,cleaning foam; cleaning solution,False,0.6822123527526855
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,01.jpg, The object is a coffee mug with a purple design.,mug; cup,True,5.837252140045166
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,02.jpg, The object is a coffee cup.,mug; cup,True,0.8910791873931885
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,03.jpg, The object is a coffee mug.,mug; cup,True,0.9183170795440674
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,04.jpg, The object is a coffee cup with a blue and white design.,mug; cup,True,1.0544869899749756
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,05.jpg, The object is a piece of bread or toast.,sponge,False,1.0006904602050781
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,06.jpg, The object is a piece of bread or toast being held by a robotic arm.,sponge,False,1.1888878345489502
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,07.jpg, The object is a blue cloth with a white pattern on it.,sponge,False,1.053727388381958
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,08.jpg," The object is a piece of paper towel or cloth that appears to be hanging from a mechanical device, possibly a robotic arm or some kind of automated system designed for handling materials.",sponge,False,1.7584903240203857
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,09.jpg, The object is a pair of gloves.,gloves; glove,True,0.9461512565612793
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,10.jpg, The object is a pair of gloves.,gloves; glove,True,0.9468004703521729
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,11.jpg, The object is a pair of black gloves hanging from the robot's arm.,gloves; glove,True,1.1883680820465088
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,12.jpg, The object is a pair of gloves.,gloves; glove,True,0.9458503723144531
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,13.jpg, The object is a hair salon chair with a white backrest and a black base.,plate; dish; tray,False,1.1886155605316162
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,14.jpg, The object is a dental chair with an attached device that appears to be a dental cleaning or examination tool.,plate; dish; tray,False,1.3978536128997803
"You are a robot. Based on what you see, you must identify the object. You will see a robotic arm in the image, but IGNORE IT, focus on the object. Be concise, identify the object.",llava:13b,images_base,15.jpg, The object is a dental chair with an attached robotic arm.,plate; dish; tray,False,1.0918700695037842
